11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:04:52 - CPU: 99.2% | Memory: 4.3% (2.6 GB)
12:04:53 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:04:54 - CPU: 97.5% | Memory: 4.3% (2.6 GB)
12:04:55 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:04:56 - CPU: 98.9% | Memory: 4.3% (2.6 GB)
12:04:57 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:04:58 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:04:59 - CPU: 97.3% | Memory: 4.3% (2.6 GB)
12:05:00 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:01 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:05:02 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:03 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:04 - CPU: 95.7% | Memory: 4.3% (2.6 GB)
12:05:05 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:06 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:07 - CPU: 99.5% | Memory: 4.4% (2.6 GB)
12:05:08 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:09 - CPU: 95.2% | Memory: 4.3% (2.6 GB)
12:05:10 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:11 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:12 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:13 - CPU: 98.3% | Memory: 4.3% (2.6 GB)
12:05:14 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:15 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:16 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:17 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:18 - CPU: 89.9% | Memory: 4.3% (2.6 GB)
12:05:19 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:20 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:05:22 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:23 - CPU: 98.6% | Memory: 4.3% (2.6 GB)
12:05:24 - CPU: 97.4% | Memory: 4.3% (2.6 GB)
12:05:25 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:26 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:27 - CPU: 99.7% | Memory: 4.3% (2.6 GB)
12:05:28 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:29 - CPU: 96.6% | Memory: 4.3% (2.6 GB)
12:05:30 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:05:31 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:32 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:33 - CPU: 96.6% | Memory: 4.3% (2.6 GB)
12:05:34 - CPU: 97.2% | Memory: 4.3% (2.6 GB)
12:05:35 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:36 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:37 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:38 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:05:39 - CPU: 99.3% | Memory: 4.3% (2.6 GB)
12:05:40 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:41 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:05:42 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:05:43 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:05:44 - CPU: 99.0% | Memory: 4.3% (2.6 GB)
12:05:45 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:46 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:47 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:48 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:49 - CPU: 94.9% | Memory: 4.4% (2.6 GB)
12:05:50 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:05:51 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:05:52 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:05:53 - CPU: 99.7% | Memory: 4.4% (2.7 GB)
12:05:54 - CPU: 97.3% | Memory: 4.4% (2.7 GB)
12:05:55 - CPU: 99.8% | Memory: 4.4% (2.7 GB)
12:05:56 - CPU: 99.9% | Memory: 4.4% (2.7 GB)
12:05:57 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:05:58 - CPU: 99.1% | Memory: 4.4% (2.6 GB)
12:05:59 - CPU: 96.4% | Memory: 4.4% (2.6 GB)
12:06:00 - CPU: 99.6% | Memory: 4.4% (2.6 GB)
12:06:01 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:02 - CPU: 100.0% | Memory: 4.4% (2.6 GB)
12:06:03 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:04 - CPU: 97.3% | Memory: 4.4% (2.7 GB)
12:06:05 - CPU: 99.8% | Memory: 4.4% (2.6 GB)
12:06:06 - CPU: 100.0% | Memory: 4.4% (2.6 GB)
12:06:07 - CPU: 99.6% | Memory: 4.4% (2.7 GB)
12:06:08 - CPU: 99.8% | Memory: 4.4% (2.7 GB)
12:06:09 - CPU: 96.9% | Memory: 4.4% (2.6 GB)
12:06:10 - CPU: 99.9% | Memory: 4.4% (2.7 GB)
12:06:11 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:12 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:13 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:14 - CPU: 98.9% | Memory: 4.4% (2.7 GB)
12:06:15 - CPU: 99.9% | Memory: 4.4% (2.7 GB)
12:06:16 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:17 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:18 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:19 - CPU: 98.1% | Memory: 4.4% (2.7 GB)
12:06:20 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:21 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:22 - CPU: 99.8% | Memory: 4.4% (2.7 GB)
12:06:23 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:24 - CPU: 99.8% | Memory: 4.4% (2.7 GB)
12:06:25 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:26 - CPU: 99.9% | Memory: 4.4% (2.7 GB)
12:06:27 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:28 - CPU: 100.0% | Memory: 4.4% (2.7 GB)
12:06:29 - CPU: 98.9% | Memory: 4.4% (2.7 GB)
12:06:30 - CPU: 99.4% | Memory: 4.4% (2.7 GB)
12:06:31 - CPU: 99.6% | Memory: 4.4% (2.7 GB)
12:06:32 - CPU: 99.7% | Memory: 4.4% (2.7 GB)
12:06:33 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:06:34 - CPU: 97.3% | Memory: 4.3% (2.6 GB)
12:06:35 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:36 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:37 - CPU: 99.7% | Memory: 4.3% (2.6 GB)
12:06:38 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:06:39 - CPU: 98.8% | Memory: 4.3% (2.6 GB)
12:06:40 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:41 - CPU: 99.4% | Memory: 4.3% (2.6 GB)
12:06:42 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:43 - CPU: 99.2% | Memory: 4.3% (2.6 GB)
12:06:44 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:06:45 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:46 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:47 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:48 - CPU: 94.1% | Memory: 4.3% (2.6 GB)
12:06:49 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:50 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:51 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:53 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:06:54 - CPU: 97.8% | Memory: 4.3% (2.6 GB)
12:06:55 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:06:56 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:57 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:58 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:06:59 - CPU: 98.6% | Memory: 4.3% (2.6 GB)
12:07:00 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:01 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:02 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:03 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:04 - CPU: 97.5% | Memory: 4.3% (2.6 GB)
12:07:05 - CPU: 99.7% | Memory: 4.3% (2.6 GB)
12:07:06 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:07 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:08 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:09 - CPU: 98.0% | Memory: 4.3% (2.6 GB)
12:07:10 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:11 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:12 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:13 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:14 - CPU: 97.1% | Memory: 4.3% (2.6 GB)
12:07:15 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:16 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:17 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:18 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:19 - CPU: 96.4% | Memory: 4.3% (2.6 GB)
12:07:20 - CPU: 99.7% | Memory: 4.3% (2.6 GB)
12:07:21 - CPU: 99.5% | Memory: 4.3% (2.6 GB)
12:07:22 - CPU: 99.4% | Memory: 4.3% (2.6 GB)
12:07:23 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:24 - CPU: 98.3% | Memory: 4.3% (2.6 GB)
12:07:25 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:26 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:27 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:28 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:29 - CPU: 98.7% | Memory: 4.3% (2.6 GB)
12:07:30 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:31 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:07:32 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:33 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:07:34 - CPU: 98.9% | Memory: 4.3% (2.6 GB)
12:07:35 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:36 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:37 - CPU: 99.4% | Memory: 4.3% (2.6 GB)
12:07:38 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:39 - CPU: 97.4% | Memory: 4.3% (2.6 GB)
12:07:40 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:41 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:42 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:43 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:44 - CPU: 98.5% | Memory: 4.3% (2.6 GB)
12:07:45 - CPU: 99.4% | Memory: 4.3% (2.6 GB)
12:07:46 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:47 - CPU: 99.4% | Memory: 4.3% (2.6 GB)
12:07:48 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:49 - CPU: 97.0% | Memory: 4.3% (2.6 GB)
12:07:50 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:51 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:07:52 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:53 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:07:54 - CPU: 98.7% | Memory: 4.3% (2.6 GB)
12:07:55 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:56 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:57 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:58 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:07:59 - CPU: 97.1% | Memory: 4.3% (2.6 GB)
12:08:00 - CPU: 99.5% | Memory: 4.3% (2.6 GB)
12:08:01 - CPU: 99.7% | Memory: 4.3% (2.6 GB)
12:08:02 - CPU: 98.3% | Memory: 4.2% (2.5 GB)
12:08:03 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:04 - CPU: 96.9% | Memory: 4.3% (2.6 GB)
12:08:05 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:08:06 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:08:07 - CPU: 98.1% | Memory: 4.3% (2.6 GB)
12:08:08 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:08:09 - CPU: 97.7% | Memory: 4.3% (2.6 GB)
12:08:10 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:08:11 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:12 - CPU: 98.4% | Memory: 4.3% (2.6 GB)
12:08:13 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:08:14 - CPU: 96.4% | Memory: 4.3% (2.6 GB)
12:08:15 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:16 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:17 - CPU: 99.6% | Memory: 4.3% (2.6 GB)
12:08:18 - CPU: 99.2% | Memory: 4.3% (2.6 GB)
12:08:19 - CPU: 97.4% | Memory: 4.3% (2.6 GB)
12:08:20 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:21 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:22 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:23 - CPU: 97.7% | Memory: 4.3% (2.6 GB)
12:08:24 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:25 - CPU: 98.9% | Memory: 4.3% (2.6 GB)
12:08:26 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:27 - CPU: 98.6% | Memory: 4.3% (2.6 GB)
12:08:28 - CPU: 99.4% | Memory: 4.3% (2.6 GB)
12:08:29 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:31 - CPU: 99.9% | Memory: 4.2% (2.5 GB)
12:08:32 - CPU: 99.8% | Memory: 4.3% (2.6 GB)
12:08:33 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:34 - CPU: 98.1% | Memory: 4.3% (2.6 GB)
12:08:35 - CPU: 100.0% | Memory: 4.3% (2.6 GB)
12:08:36 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:37 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:38 - CPU: 98.2% | Memory: 4.3% (2.6 GB)
12:08:39 - CPU: 97.0% | Memory: 4.3% (2.6 GB)
12:08:40 - CPU: 99.9% | Memory: 4.3% (2.6 GB)
12:08:41 - CPU: 95.5% | Memory: 4.3% (2.6 GB)
12:08:42 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:43 - CPU: 93.2% | Memory: 4.2% (2.5 GB)
12:08:44 - CPU: 90.1% | Memory: 4.2% (2.5 GB)
12:08:45 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:46 - CPU: 93.2% | Memory: 4.2% (2.5 GB)
12:08:47 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:48 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:49 - CPU: 86.8% | Memory: 4.2% (2.5 GB)
12:08:50 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:51 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:52 - CPU: 93.8% | Memory: 4.2% (2.5 GB)
12:08:53 - CPU: 93.2% | Memory: 4.2% (2.5 GB)
12:08:54 - CPU: 84.6% | Memory: 4.2% (2.5 GB)
12:08:55 - CPU: 87.5% | Memory: 4.1% (2.4 GB)
12:08:56 - CPU: 81.3% | Memory: 4.1% (2.4 GB)
12:08:57 - CPU: 81.4% | Memory: 4.1% (2.4 GB)
12:08:58 - CPU: 80.8% | Memory: 4.1% (2.4 GB)
12:08:59 - CPU: 77.1% | Memory: 4.1% (2.4 GB)
12:09:00 - CPU: 81.3% | Memory: 4.1% (2.4 GB)
12:09:01 - CPU: 81.4% | Memory: 4.1% (2.4 GB)
12:09:02 - CPU: 81.3% | Memory: 4.1% (2.4 GB)
12:09:03 - CPU: 81.3% | Memory: 4.1% (2.4 GB)
12:09:04 - CPU: 76.9% | Memory: 4.1% (2.4 GB)
12:09:05 - CPU: 77.1% | Memory: 4.0% (2.3 GB)
12:09:06 - CPU: 75.1% | Memory: 4.0% (2.3 GB)
12:09:07 - CPU: 71.9% | Memory: 3.9% (2.3 GB)
12:09:08 - CPU: 68.9% | Memory: 3.9% (2.3 GB)
12:09:09 - CPU: 66.8% | Memory: 3.9% (2.3 GB)
12:09:10 - CPU: 67.7% | Memory: 3.9% (2.3 GB)
12:09:11 - CPU: 68.9% | Memory: 3.9% (2.3 GB)
12:09:12 - CPU: 68.8% | Memory: 3.9% (2.3 GB)
12:09:13 - CPU: 62.6% | Memory: 3.8% (2.2 GB)
12:09:14 - CPU: 57.6% | Memory: 3.7% (2.1 GB)
12:09:15 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:16 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:17 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:18 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:19 - CPU: 56.0% | Memory: 3.7% (2.1 GB)
12:09:20 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:21 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:22 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:23 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:24 - CPU: 55.9% | Memory: 3.7% (2.1 GB)
12:09:25 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:26 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:27 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:28 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:29 - CPU: 55.7% | Memory: 3.7% (2.1 GB)
12:09:30 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:31 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:32 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:33 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:34 - CPU: 55.9% | Memory: 3.7% (2.1 GB)
12:09:35 - CPU: 56.4% | Memory: 3.8% (2.1 GB)
12:09:36 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:37 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:38 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:39 - CPU: 55.4% | Memory: 3.7% (2.1 GB)
12:09:40 - CPU: 56.4% | Memory: 3.8% (2.1 GB)
12:09:41 - CPU: 56.3% | Memory: 3.8% (2.1 GB)
12:09:42 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:43 - CPU: 56.5% | Memory: 3.8% (2.1 GB)
12:09:44 - CPU: 55.4% | Memory: 3.8% (2.1 GB)
12:09:45 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:46 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:47 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:48 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:49 - CPU: 54.5% | Memory: 3.8% (2.1 GB)
12:09:50 - CPU: 56.4% | Memory: 3.7% (2.1 GB)
12:09:51 - CPU: 56.3% | Memory: 3.8% (2.1 GB)
12:09:52 - CPU: 56.3% | Memory: 3.8% (2.1 GB)
12:09:53 - CPU: 56.3% | Memory: 3.8% (2.1 GB)
12:09:54 - CPU: 55.4% | Memory: 3.8% (2.1 GB)
12:09:55 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:09:56 - CPU: 56.4% | Memory: 3.8% (2.1 GB)
12:09:57 - CPU: 56.4% | Memory: 3.8% (2.1 GB)
12:09:58 - CPU: 56.5% | Memory: 3.8% (2.1 GB)
12:09:59 - CPU: 55.2% | Memory: 3.8% (2.1 GB)
12:10:00 - CPU: 56.3% | Memory: 3.8% (2.1 GB)
12:10:01 - CPU: 57.8% | Memory: 3.8% (2.2 GB)
12:10:02 - CPU: 56.3% | Memory: 3.8% (2.2 GB)
12:10:03 - CPU: 54.9% | Memory: 3.8% (2.2 GB)
12:10:04 - CPU: 56.0% | Memory: 3.8% (2.2 GB)
12:10:05 - CPU: 56.0% | Memory: 3.8% (2.2 GB)
12:10:06 - CPU: 56.5% | Memory: 3.8% (2.2 GB)
12:10:07 - CPU: 56.3% | Memory: 3.8% (2.2 GB)
12:10:08 - CPU: 55.7% | Memory: 3.8% (2.2 GB)
12:10:09 - CPU: 56.3% | Memory: 3.8% (2.2 GB)
12:10:11 - CPU: 56.3% | Memory: 3.8% (2.2 GB)
12:10:12 - CPU: 56.4% | Memory: 3.8% (2.2 GB)
12:10:13 - CPU: 56.4% | Memory: 3.8% (2.2 GB)
12:10:14 - CPU: 55.5% | Memory: 3.8% (2.2 GB)
12:10:15 - CPU: 56.3% | Memory: 3.7% (2.1 GB)
12:10:16 - CPU: 50.1% | Memory: 3.7% (2.1 GB)
12:10:17 - CPU: 50.1% | Memory: 3.7% (2.1 GB)
12:10:18 - CPU: 50.1% | Memory: 3.7% (2.1 GB)
12:10:19 - CPU: 49.9% | Memory: 3.7% (2.1 GB)
12:10:20 - CPU: 50.0% | Memory: 3.7% (2.1 GB)
12:10:21 - CPU: 48.9% | Memory: 3.6% (2.0 GB)
12:10:22 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:23 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:24 - CPU: 43.0% | Memory: 3.6% (2.0 GB)
12:10:25 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:26 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:27 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:28 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:29 - CPU: 42.4% | Memory: 3.6% (2.0 GB)
12:10:30 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:31 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:32 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:33 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:34 - CPU: 41.8% | Memory: 3.6% (2.0 GB)
12:10:35 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:36 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:37 - CPU: 43.3% | Memory: 3.6% (2.0 GB)
12:10:38 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:39 - CPU: 42.5% | Memory: 3.6% (2.0 GB)
12:10:40 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:41 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:42 - CPU: 43.9% | Memory: 3.6% (2.0 GB)
12:10:43 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:44 - CPU: 43.6% | Memory: 3.6% (2.0 GB)
12:10:45 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:46 - CPU: 43.8% | Memory: 3.6% (2.0 GB)
12:10:47 - CPU: 39.2% | Memory: 3.6% (2.0 GB)
12:10:48 - CPU: 37.6% | Memory: 3.6% (2.0 GB)
12:10:49 - CPU: 35.7% | Memory: 3.6% (2.0 GB)
12:10:50 - CPU: 37.6% | Memory: 3.6% (2.0 GB)
12:10:51 - CPU: 37.6% | Memory: 3.6% (2.0 GB)
12:10:52 - CPU: 37.6% | Memory: 3.6% (2.0 GB)
12:10:53 - CPU: 37.5% | Memory: 3.6% (2.0 GB)
12:10:54 - CPU: 36.1% | Memory: 3.6% (2.0 GB)
12:10:55 - CPU: 37.5% | Memory: 3.5% (2.0 GB)
12:10:56 - CPU: 37.6% | Memory: 3.6% (2.0 GB)
12:10:58 - CPU: 37.6% | Memory: 3.6% (2.0 GB)
12:10:59 - CPU: 34.9% | Memory: 3.5% (1.9 GB)
12:11:00 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:01 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:02 - CPU: 31.4% | Memory: 3.5% (1.9 GB)
12:11:03 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:04 - CPU: 30.5% | Memory: 3.5% (1.9 GB)
12:11:05 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:11:06 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:07 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:08 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:09 - CPU: 30.7% | Memory: 3.4% (1.9 GB)
12:11:10 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:12 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:13 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:14 - CPU: 30.6% | Memory: 3.4% (1.9 GB)
12:11:15 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:16 - CPU: 31.2% | Memory: 3.4% (1.9 GB)
12:11:17 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:18 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:11:19 - CPU: 30.6% | Memory: 3.4% (1.9 GB)
12:11:20 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:21 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:11:22 - CPU: 31.1% | Memory: 3.5% (1.9 GB)
12:11:23 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:24 - CPU: 29.9% | Memory: 3.5% (1.9 GB)
12:11:25 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:27 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:28 - CPU: 31.4% | Memory: 3.5% (1.9 GB)
12:11:29 - CPU: 30.8% | Memory: 3.5% (1.9 GB)
12:11:30 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:11:31 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:32 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:33 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:34 - CPU: 30.4% | Memory: 3.4% (1.9 GB)
12:11:35 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:36 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:37 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
